Object Number,Area,Aspect_Ratio,Diameter,Width,Length
805,45.66666667,0.723043962,5.226639802,4.333333333,6
806,83.55555556,0.910960237,7.533834979,7,8
807,74.77777778,0.983466456,7.187706734,7,7.333333333
808,43.11111111,0.915740403,5.516493958,5.333333333,5.666666667
809,81.77777778,0.910342067,7.391584894,7,7.666666667
810,60.77777778,0.927538781,6.439879292,6,6.666666667
811,47.77777778,0.917701738,5.80406671,5.333333333,6
812,41.11111111,0.642533778,4.962705926,3.666666667,6.333333333
813,68,0.813084337,6.74056705,6,7.666666667
814,75.77777778,0.903770692,7.207372179,7,7.333333333
815,56.66666667,0.892511483,6.08968127,5.333333333,6.333333333
816,69,0.768097902,6.967724602,7,7
817,73.33333333,0.867971538,7.068565222,6.333333333,7.333333333
818,66,0.864474491,6.730059535,6.333333333,7
819,46.33333333,0.83156588,5.399798167,4.666666667,6
820,78.88888889,0.922752792,7.275782669,6.666666667,7.333333333
821,60.11111111,0.952760296,6.340201885,6,6.333333333
822,56.33333333,0.714820308,6.031293716,4.666666667,7.666666667
823,55.33333333,0.703684833,5.984173512,4.666666667,7.666666667
824,81.55555556,0.927450738,7.226984113,7,7.333333333
825,61.11111111,0.737300212,6.461821023,5,8
826,57.55555556,0.806464339,6.181954425,5.666666667,6
827,80.66666667,0.95519995,7.372410841,7,7
828,66.55555556,0.861274481,6.645401328,6.333333333,7
829,72.77777778,0.87840809,6.967724602,6.333333333,7.333333333
830,67.11111111,0.90216726,6.730059535,6.333333333,7
831,64.33333333,0.848870595,6.538037216,6,7
832,58.66666667,0.94077059,6.238932168,6,6.333333333
833,46.77777778,0.879113311,5.490775898,5.333333333,5.333333333
834,48.77777778,0.659625465,6.181954425,5.333333333,6.333333333
835,61.55555556,0.841244536,6.559650622,5.666666667,7
836,80,0.951030981,7.324256108,6.666666667,7.333333333
837,49.11111111,0.702443707,5.542092676,4.333333333,7
838,58,0.861295058,6.238932168,5.666666667,6.666666667
839,67.44444444,0.823760684,6.957560155,6.333333333,7.666666667
840,65.22222222,0.840780897,6.570430663,6,7.333333333
841,94.77777778,0.956199384,7.87373823,7.666666667,8.333333333
842,53.11111111,0.905458012,5.852637153,5.333333333,5.666666667
843,51.66666667,0.754504408,5.852637153,5,7
844,77.66666667,0.983245444,7.266049176,7,7.333333333
845,74.33333333,0.866245143,7.138306102,7,7.333333333
846,54.22222222,0.808465646,5.912789166,5,6.333333333
847,56.55555556,0.929935227,6.238932168,6,6
848,73.22222222,0.861138581,7.018326026,6.333333333,7.666666667
849,93.11111111,0.937673318,7.765129742,7.333333333,8
850,65.44444444,0.870550789,6.65604249,6,7
851,57.22222222,0.697406308,6.124446622,6,6.333333333
852,55.22222222,0.768980098,5.912789166,5,6.666666667
853,73.33333333,0.820803687,6.988009142,6.333333333,7.666666667
854,66.33333333,0.80212116,6.947380837,6,8
855,50.11111111,0.833216165,5.655853302,5,6
856,52,0.894118847,6.101291731,5.333333333,7
857,59.22222222,0.730925749,6.181954425,4.666666667,7.333333333
858,59.88888889,0.837553581,6.450859486,6,7
859,73.66666667,0.931918438,7.167987337,7,7.333333333
860,51.11111111,0.749399924,5.779628426,4.666666667,7
861,54.11111111,0.7034035,5.828402526,5,6.666666667
862,67,0.938973728,6.570430663,6,7
863,53.77777778,0.940364046,5.912789166,5.666666667,6
864,52.11111111,0.750151633,5.718075783,5,6.333333333
865,56.77777778,0.86065692,6.170495741,5.333333333,6.666666667
866,82.66666667,0.920760513,7.429784554,7.333333333,7.666666667
867,75.88888889,0.886934642,7.36280509,7,7.666666667
868,61.88888889,0.940769759,6.329029714,6,6.333333333
869,72.33333333,0.871439324,7.108500936,6.666666667,7.666666667
870,75.44444444,0.976079552,7.275782669,7,7.333333333
871,50.22222222,0.701630751,5.767370452,5.666666667,6
872,44.33333333,0.672011702,5.199488243,4,6.666666667
873,81.55555556,0.980986639,7.353186791,7.333333333,7.333333333
874,58.66666667,0.857093228,6.505482472,6,6.666666667
875,46.88888889,0.809440914,5.529308131,4.666666667,6.333333333
876,63.33333333,0.737793345,6.570430663,5.666666667,7.666666667
877,65.44444444,0.925180453,6.505482472,6,6.666666667
878,76.11111111,0.891451986,7.158107267,6.333333333,7.666666667
879,55.55555556,0.930562669,6.007779811,5.666666667,6
880,50,0.613186713,6.39577001,5.666666667,6.666666667
881,57.11111111,0.887857956,6.147514299,5.666666667,6.333333333
882,51.88888889,0.785889644,5.779628426,5.666666667,6
883,47.44444444,0.952584756,5.360335045,5,5.333333333
884,55.22222222,0.762320888,6.494594628,5.666666667,6.666666667
885,59.33333333,0.901387953,6.306625999,6,6.333333333
886,59.11111111,0.956461691,6.216203742,6,6.333333333
887,49.88888889,0.760796209,6.181954425,5.666666667,6.666666667
888,60.77777778,0.965830491,6.428880344,6.333333333,6.333333333
889,69.22222222,0.821668317,6.844755096,5.666666667,7.333333333
890,84.77777778,0.812758185,7.719425227,7,8.666666667
891,88.11111111,0.950031206,7.496165569,7.333333333,7.666666667
892,68.44444444,0.980561539,6.65604249,6.666666667,6.666666667
893,46.66666667,0.619730449,5.477871589,4,7.333333333
894,53,0.951383281,5.80406671,5.666666667,6
895,70.77777778,0.756136572,7.177853807,6,8.666666667
896,66.55555556,0.843488057,6.708995134,6,7.333333333
897,52.22222222,0.788421655,5.80406671,5.333333333,6.666666667
898,58,0.979182711,6.340201885,6,6.333333333
899,55.66666667,0.899560392,6.078048631,5.666666667,6.333333333
900,46.22222222,0.740266583,5.490775898,5.333333333,5.666666667
901,57.11111111,0.698883608,6.204808308,5.666666667,6.666666667
902,54.66666667,0.899463477,6.101291731,5.666666667,6.333333333
903,53.88888889,0.720305223,6.317837788,5.333333333,6.333333333
904,55.88888889,0.801949496,6.031293716,5,7
905,63.88888889,0.907413351,6.505482472,6.333333333,6.666666667
906,47.33333333,0.859743719,5.668352441,5,6.333333333
907,38.77777778,0.666994169,5.005305041,4,6.333333333
908,76.77777778,0.713765804,7.256302627,6,9
909,49,0.898378392,5.828402526,5.333333333,6
910,39,0.603016303,5.529308131,4.666666667,6
911,63.22222222,0.906881299,6.80327135,6.333333333,7
912,61.77777778,0.741668187,6.428880344,5.666666667,7
913,70.77777778,0.896382748,6.885988934,6.666666667,7.333333333
914,58.44444444,0.978877532,6.238932168,6,6
915,51.44444444,0.771401909,5.655853302,4.666666667,6.666666667
916,81,0.952880571,7.343555894,7,7.333333333
917,54,0.81938789,6.007779811,5.666666667,6.333333333
918,72.33333333,0.772745391,6.967724602,6,8
919,73.66666667,0.947268008,7.078570273,7,7.666666667
920,52.22222222,0.673339543,5.972335373,4.666666667,7.666666667
921,65.88888889,0.848692023,6.666666667,6.333333333,7
922,47.11111111,0.706589644,5.618189043,5.333333333,5.666666667
923,71.66666667,0.794309466,7.058545989,6.333333333,8
924,58.88888889,0.797157205,6.340201885,5.333333333,7.333333333
925,58.66666667,0.777689063,6.272870399,6,6.333333333
926,81.55555556,0.958772521,7.343555894,7,7.666666667
927,70.44444444,0.816136172,6.916752999,6,8
928,57.88888889,0.668834282,6.031293716,4.666666667,7.666666667
929,59.22222222,0.924772862,6.329029714,5.666666667,6.666666667
930,68.33333333,0.790631993,6.782434329,6,7.666666667
931,54.55555556,0.659410017,5.936679321,4.333333333,7.666666667
932,60.88888889,0.952189897,6.439879292,6.333333333,6.666666667
933,65.77777778,0.880410104,6.782434329,6.333333333,6.666666667
934,52.22222222,0.921491536,5.864716912,5.666666667,6
935,60.33333333,0.888480525,6.406825801,6,6.333333333
936,80.44444444,0.87641072,7.589988564,6.666666667,8.333333333
937,65.88888889,0.676854624,6.761533095,5.333333333,8.333333333
938,45.44444444,0.649247317,5.253651041,3.666666667,7
939,66.33333333,0.860338364,6.591937858,6,7
940,56.33333333,0.94523545,6.135991301,6,6
941,70.33333333,0.911934128,6.885988934,6.666666667,7
942,68,0.796081818,6.844755096,6.333333333,7.333333333
943,64.11111111,0.798974934,6.782434329,5.666666667,8
944,74.44444444,0.941257766,7.128384894,7,7.333333333
945,52,0.898782216,5.755086368,5.333333333,6
946,53.44444444,0.74512551,6.527203676,6,6.333333333
947,46.55555556,0.809827542,5.399798167,4.666666667,6.333333333
948,56.55555556,0.739791413,6.08968127,5.333333333,7
949,73.77777778,0.77038564,7.118449858,6.333333333,8.333333333
950,48.66666667,0.847926409,5.630771789,5,6.333333333
951,48.22222222,0.833146253,5.516493958,4.666666667,6.333333333
952,68.44444444,0.913691974,6.855086808,6.666666667,7
953,53.11111111,0.687741363,5.888802093,5,7
954,87.88888889,0.735029775,7.980868845,6.333333333,9.666666667
955,51.55555556,0.750045468,5.755086368,4.666666667,7
956,69.66666667,0.88035634,6.855086808,6.333333333,7.333333333
957,79.66666667,0.942836404,7.256302627,6.666666667,7.333333333
958,64.11111111,0.860354079,6.602665185,5.666666667,7
959,58.88888889,0.868381365,6.450859486,6.333333333,6.333333333
960,79,0.959492357,7.458305904,7.333333333,7.666666667
961,60.22222222,0.932390074,6.373600897,6,6
962,50.55555556,0.812843344,5.718075783,5.333333333,6
963,55.11111111,0.727144388,6.124446622,5.666666667,6.333333333
964,56.88888889,0.780832639,6.181954425,5,7.333333333
965,43.77777778,0.69367205,5.267104715,4.666666667,6
966,52.44444444,0.708803483,5.828402526,5.333333333,6.333333333
967,60.66666667,0.924463089,6.461821023,6,7
968,58.77777778,0.91937446,6.329029714,6,6.333333333
969,39.44444444,0.872171054,5.280524111,4.333333333,6.333333333
970,75.77777778,0.946273168,7.256302627,7,7.333333333
971,54.66666667,0.792064502,5.864716912,5,6.333333333
972,68.33333333,0.906618541,6.65604249,6.333333333,7
973,43.66666667,0.705343881,5.2130817,4,6.666666667
974,63.66666667,0.905961969,6.527203676,6,6.666666667
975,60.33333333,0.942163352,6.384695076,6,6.333333333
976,43.88888889,0.648403574,5.240162826,4,6.666666667
977,47.88888889,0.740103711,5.451971341,4.333333333,6.666666667
978,46.22222222,0.952793051,5.816247346,5.333333333,6
979,41,0.55582971,5.386675916,4,7.666666667
980,59.33333333,0.733367218,6.250265387,5,7.666666667
981,55.55555556,0.941637174,6.019548245,6,6
982,40.77777778,0.64141263,5.580270574,4.666666667,6.333333333
983,76,0.872295109,7.275782669,6.666666667,8
984,58.44444444,0.786626086,6.193391908,5.333333333,7
985,60.55555556,0.852765928,6.384695076,5.666666667,7
986,57.77777778,0.68405241,6.988009142,5.666666667,7.666666667
987,57.55555556,0.763482399,6.170495741,5.333333333,7
988,69.11111111,0.941456319,6.74056705,6.666666667,6.666666667
989,50.55555556,0.915344578,5.742776009,5.666666667,5.666666667
990,54.44444444,0.750333252,5.924746285,5,6.666666667
991,59.44444444,0.725922483,6.461821023,6,7
992,63.55555556,0.694906063,7.266049176,6,8
993,44.77777778,0.700951625,5.840532409,5,6
994,71.77777778,0.957118481,6.947380837,6.666666667,7.333333333
995,53.88888889,0.665581939,5.852637153,4.666666667,7.666666667
996,61.22222222,0.895968901,6.472763996,5.666666667,6.666666667
997,78.44444444,0.957270308,7.382004093,7,7.666666667
998,63.22222222,0.959962934,6.516352125,6.333333333,7
999,56.11111111,0.702241315,5.960473722,4.666666667,7.333333333
1000,53.88888889,0.761421202,6.362487373,6,6.666666667
1001,44.77777778,0.549254912,5.791860457,5.333333333,5.666666667
1002,90.66666667,0.586847143,8.512926768,7,11.66666667
1003,57,0.906342633,6.216203742,5.666666667,6.666666667
1004,48.77777778,0.685167659,5.705685572,5,7
1005,49.77777778,0.852740417,5.567573696,5,6
1006,48.55555556,0.681521661,6.159015739,5.333333333,6.666666667
1007,71.22222222,0.909978006,6.885988934,6.666666667,6.666666667
1008,46.88888889,0.685473281,5.307261113,4,6.666666667
1009,60.55555556,0.808292905,6.439879292,6.333333333,6.333333333
1010,60.55555556,0.731409728,6.306625999,6,7
1011,37.66666667,0.822285009,5.280524111,4.666666667,5.333333333
1012,66.44444444,0.867397254,6.687864388,6,7.333333333
1013,48.22222222,0.841175994,5.630771789,5.333333333,6
1014,76,0.93547436,7.226984113,7,7.333333333
1015,76,0.92911655,7.324256108,7,7.666666667
1016,75.77777778,0.848965963,7.285503158,6.666666667,8
1017,50.44444444,0.94601383,5.705685572,5.333333333,5.666666667
1018,54,0.62953501,6.624067721,5.333333333,8
1019,51.22222222,0.826527938,6.019548245,5.333333333,6.666666667
1020,68.55555556,0.792757017,6.844755096,6.333333333,7.666666667
1021,46.22222222,0.757113757,5.425947463,4.666666667,6.333333333
1022,58.22222222,0.961228231,6.250265387,6,6.333333333
1023,69,0.876718733,6.761533095,6.333333333,7.333333333
1024,64.55555556,0.924407185,6.461821023,6,6.666666667
1025,46.88888889,0.724816142,5.50364995,4.333333333,7
1026,71,0.709536037,7.275782669,6.333333333,10
1027,77.44444444,0.93152548,7.275782669,6.666666667,8
1028,52.44444444,0.790157432,5.718075783,4.666666667,6.333333333
1029,76.77777778,0.940835904,7.314587118,7,7.333333333
1030,51.44444444,0.954442038,5.680824078,5.333333333,5.666666667
1031,65.88888889,0.771473199,6.947380837,6,7.666666667
1032,57.22222222,0.893341788,6.147514299,5.666666667,6.333333333
1033,61.44444444,0.962166691,6.516352125,6,6.666666667
1034,55.55555556,0.770085329,6.204808308,5,7.333333333
1035,56.44444444,0.810204002,6.043016359,5,7
1036,63.77777778,0.834749699,6.505482472,5.666666667,7.333333333
1037,54,0.703961127,5.936679321,4.666666667,7.666666667
1038,55.55555556,0.844999009,5.984173512,5.333333333,6.333333333
1039,44.11111111,0.75296166,5.791860457,5,6
1040,79.33333333,0.913248224,7.467788815,7.333333333,7.333333333
1041,74.33333333,0.920909549,7.138306102,6.666666667,7.666666667
1042,69.22222222,0.874356799,6.730059535,6.333333333,6.666666667
1043,78.77777778,0.988645019,7.486718601,7.333333333,7.666666667
1044,40.11111111,0.673576154,5.655853302,5,5.666666667
1045,55.77777778,0.920653857,6.135991301,5.666666667,6.333333333
1046,39.66666667,0.629963846,4.991145734,3.666666667,6.666666667
1047,72.55555556,0.851562363,7.00823497,6,8
1048,71.88888889,0.777416059,7.226984113,7,7.333333333
1049,58.22222222,0.780200618,6.066393685,4.666666667,7
1050,54.11111111,0.797502719,5.924746285,5,7
1051,60.77777778,0.817315294,6.39577001,6,6.666666667
1052,68.77777778,0.855649719,6.677273939,5.666666667,7.333333333
1053,95.44444444,0.918052108,7.980868845,7.666666667,8.333333333
1054,45.33333333,0.834839336,5.267104715,4.666666667,6
1055,76.77777778,0.945109162,7.467788815,7,8
1056,57.66666667,0.956159579,6.124446622,5.666666667,6
1057,57,0.797451303,6.124446622,6,6
1058,51.77777778,0.683943993,5.705685572,4.666666667,7
1059,37.77777778,0.666343903,5.529308131,4.666666667,6
1060,43.55555556,0.706873134,5.554847796,5.333333333,5.666666667
1061,72.66666667,0.938944769,7.118449858,6.666666667,7.333333333
1062,84.22222222,0.907018554,7.467788815,7,7.666666667
1063,69.33333333,0.898114987,6.824044746,6,7.333333333
1064,58.55555556,0.980516582,6.170495741,5.666666667,6
1065,63.66666667,0.924276193,6.538037216,6,6.666666667
1066,55.44444444,0.939871247,6.08968127,5.666666667,6
1067,63.55555556,0.970277755,6.516352125,6.333333333,6.333333333
1068,50.44444444,0.872361347,5.618189043,5.333333333,6
1069,66.11111111,0.947932525,6.581193046,6,6.666666667
1070,48.66666667,0.827268461,5.529308131,4.666666667,6
1071,62.77777778,0.849772599,6.591937858,5.666666667,7.333333333
1072,62.11111111,0.756796588,6.516352125,5,7.666666667
1073,55,0.945694398,5.960473722,5.666666667,5.666666667
1074,68,0.881535617,6.666666667,6,7
1075,82.66666667,0.889803509,7.737739429,7.666666667,7.666666667
1076,51.33333333,0.701873842,5.730439204,4.333333333,7.333333333
1077,60.66666667,0.984032836,6.39577001,6,6
1078,68.66666667,0.948009537,6.698438094,6.666666667,6.666666667
1079,46.22222222,0.708938163,5.347115949,4,6.666666667
1080,45.55555556,0.613837287,5.267104715,4,7.333333333
1081,38.66666667,0.937295461,4.773719042,4.333333333,4.666666667
1082,61.44444444,0.885750526,6.538037216,6,6.666666667
1083,57.77777778,0.897357378,6.135991301,5.666666667,6.333333333
1084,51.22222222,0.65620462,5.840532409,5,7
1085,64.11111111,0.852461869,6.505482472,6,7.333333333
1086,73.66666667,0.907292209,6.906513536,6.666666667,7.333333333
1087,57.33333333,0.911339017,6.159015739,5.666666667,6.333333333
1088,67.66666667,0.820876235,6.865402972,6,7.333333333
1089,54.66666667,0.634491878,6.698438094,5.333333333,8
1090,58.66666667,0.77851548,6.216203742,5,7
1091,75.33333333,0.808660206,7.285503158,6.333333333,8.333333333
1092,42.77777778,0.901120343,5.630771789,5.333333333,5.666666667
1093,53.88888889,0.933448628,5.912789166,5.666666667,6
1094,43.55555556,0.787796448,5.130980794,4.333333333,5.666666667
1095,54.66666667,0.635664237,5.900807818,4.333333333,7.666666667
1096,71.33333333,0.878742362,6.957560155,6.333333333,7.333333333
1097,51,0.762966423,5.80406671,5.666666667,6
1098,52.55555556,0.699190212,5.779628426,4.666666667,7.333333333
1099,55.88888889,0.864963576,5.972335373,5.333333333,6.333333333
1100,54.11111111,0.904307323,5.864716912,5.666666667,6
1101,49.11111111,0.760291077,5.605578053,4.666666667,6.666666667
1102,68.44444444,0.936172312,6.792860829,6.666666667,6.666666667
1103,55.22222222,0.923889704,5.864716912,5.333333333,6.333333333
1104,55.11111111,0.722255148,6.101291731,5,7.666666667
1105,63.22222222,0.885456657,6.581193046,6,7.333333333
1106,55.77777778,0.758287723,6.124446622,6,6.333333333
1107,53.11111111,0.718199397,5.693268396,4.333333333,7.333333333
1108,47.11111111,0.851863167,5.347115949,4.666666667,5.666666667
1109,65.88888889,0.886267993,6.624067721,6.333333333,6.666666667
1110,82.11111111,0.924441872,7.608614331,7.333333333,8
1111,58.11111111,0.892527706,6.159015739,5.666666667,6.666666667
1112,80.33333333,0.887401324,7.314587118,6.666666667,7.666666667
1113,61.22222222,0.898304654,6.527203676,6.333333333,6.666666667
1114,45.88888889,0.700709044,5.399798167,4.333333333,7
1115,43,0.787004508,5.158492952,4.666666667,5.666666667
1116,59.77777778,0.870858812,6.450859486,6,6.666666667
1117,64.33333333,0.939970332,6.417862546,6.333333333,6.333333333
1118,45.44444444,0.672410428,5.333864092,4.333333333,6.666666667
1119,69.55555556,0.884027594,6.80327135,6.666666667,7
1120,79.88888889,0.925891563,7.382004093,7,8
1121,73.55555556,0.95009203,7.138306102,7,7
1122,54.66666667,0.758590068,5.972335373,5,7
1123,53.33333333,0.925227728,6.193391908,5.666666667,6.666666667
1124,46,0.818425359,5.333864092,4.666666667,5.666666667
1125,69.88888889,0.942951072,6.865402972,6.666666667,7
1126,46.77777778,0.67302971,5.438974967,4,7
1127,93.44444444,0.961351962,7.737739429,7.666666667,7.666666667
1128,90.77777778,0.983953284,7.636467801,7.666666667,7.666666667
1129,65,0.826310606,6.761533095,6.666666667,6.666666667
1130,64.44444444,0.93667786,6.591937858,6.333333333,6.666666667
1131,45.22222222,0.731939843,5.240162826,4.333333333,6.333333333
1132,64.11111111,0.894003402,6.666666667,6,6.666666667
1133,65.66666667,0.842563014,6.824044746,5.666666667,7.333333333
1134,58.11111111,0.91154549,6.384695076,6,6.666666667
1135,53.33333333,0.752215289,5.912789166,5.333333333,6.666666667
1136,50.11111111,0.673124757,5.742776009,4.666666667,7
1137,54.66666667,0.721487347,6.043016359,5.666666667,6.333333333
1138,54.88888889,0.730336617,6.65604249,5.666666667,7
1139,61.66666667,0.898462989,6.613375111,6,7
1140,67.33333333,0.866028098,6.916752999,6.333333333,7.333333333
1141,61.55555556,0.615761381,6.591937858,5.333333333,9
1142,69.22222222,0.898983097,6.80327135,6.666666667,7
1143,78.33333333,0.956957089,7.158107267,7,7
1144,53.11111111,0.967757306,5.816247346,5.666666667,5.666666667
1145,93,0.93298292,7.774238402,7.666666667,8
1146,72.88888889,0.862900875,7.207372179,7,7.666666667
1147,51.88888889,0.757311103,6.317837788,5.666666667,6.666666667
1148,52.33333333,0.750773534,5.80406671,5,6.666666667
1149,54.88888889,0.892010529,6.170495741,5.666666667,6.333333333
1150,48,0.684708112,5.50364995,4.666666667,6.666666667
1151,63,0.845339556,6.666666667,6,7
1152,56,0.84999051,6.11288014,5.333333333,6.666666667
1153,41.33333333,0.681764541,4.976946144,4.333333333,5.666666667
1154,45.11111111,0.631607778,5.425947463,4.333333333,7
1155,75.55555556,0.879548388,7.138306102,6.666666667,7.666666667
1156,75.77777778,0.883945707,7.236770148,7,7.666666667
1157,56.44444444,0.800114795,6.135991301,5.333333333,7
1158,57.22222222,0.925454092,6.054716304,5.666666667,6.333333333
1159,55,0.902832463,5.948588419,5.333333333,6
1160,51.66666667,0.754388732,5.876771841,5.333333333,6.666666667
1161,53.66666667,0.923504881,5.912789166,5.666666667,6
1162,61.22222222,0.975809434,6.624067721,6.333333333,6.666666667
1163,71.77777778,0.906949809,7.078570273,6.666666667,7.333333333
1164,59.77777778,0.827999143,6.362487373,6,6.666666667
1165,44.66666667,0.903154735,5.2130817,4.666666667,5.666666667
1166,48.11111111,0.61135665,5.580270574,4.333333333,7.666666667
1167,45.77777778,0.608615987,5.360335045,3.666666667,7.333333333
1168,72.11111111,0.925352651,7.00823497,7,7
1169,56.55555556,0.965533129,6.101291731,6,6.333333333
1170,73.33333333,0.914814198,7.048512514,6.666666667,7.666666667
1171,63,0.941709894,6.472763996,6.333333333,6.666666667
1172,68.22222222,0.995875813,6.730059535,6.666666667,6.666666667
1173,51,0.937121002,5.64332648,5.333333333,5.666666667
1174,70.66666667,0.923073131,6.855086808,6.666666667,7
1175,71.66666667,0.923891497,6.926977325,6.666666667,7.333333333
1176,57.66666667,0.86243026,6.019548245,5.333333333,6.666666667
1177,44.44444444,0.801791659,5.158492952,4.333333333,5.666666667
1178,58,0.805130582,6.170495741,5,7
1179,58.88888889,0.68011022,6.351354404,5.333333333,7.666666667
1180,67.33333333,0.926943921,6.677273939,6.333333333,7
1181,54.77777778,0.742564216,5.995988279,5.666666667,6.333333333
1182,60.88888889,0.910950514,6.687864388,6.333333333,7.333333333
1183,45.22222222,0.629180404,5.32057923,4.666666667,6.666666667
1184,60.11111111,0.858493717,6.384695076,5.666666667,7
1185,67.55555556,0.832773412,6.834407766,6,7.333333333
1186,61.88888889,0.951473245,6.751058212,6.666666667,7
1187,53.66666667,0.82833637,5.912789166,5.666666667,5.666666667
1188,64.11111111,0.977445986,6.687864388,6.333333333,6.666666667
1189,98.55555556,0.901542085,8.025084523,7.666666667,8.333333333
1190,65.66666667,0.760665851,6.782434329,5.666666667,7.666666667
1191,82.44444444,0.916718478,7.333912349,7,7.333333333
1192,58.22222222,0.941225665,6.124446622,6,6
1193,76.77777778,0.958536469,7.128384894,6.666666667,7
1194,36.55555556,0.56874948,5.438974967,4,7
1195,63.55555556,0.836455478,6.645401328,6.333333333,6.666666667
1196,56.11111111,0.896411452,6.066393685,5.333333333,6.333333333
1197,53.33333333,0.809103921,5.984173512,5,6.666666667
1198,66.66666667,0.906359062,6.602665185,6,7.333333333
1199,38,0.5970478,5.554847796,4.666666667,6.333333333
1200,65.88888889,0.935762872,6.885988934,6.333333333,7.333333333
1201,73.88888889,0.869390192,7.048512514,7,7
1202,60.11111111,0.903889421,6.472763996,6,6.666666667
1203,78.44444444,0.855714735,7.420253075,6.666666667,8.333333333
1204,62.55555556,0.85813001,6.559650622,6.333333333,6.666666667
1205,42.44444444,0.657991101,5.592938628,4.666666667,6.333333333
1206,56,0.9041242,6.101291731,5.666666667,6.333333333
1207,46.11111111,0.634295982,5.50364995,4.333333333,7.333333333
1208,66.44444444,0.723305982,6.885988934,6.666666667,7.333333333
1209,66.77777778,0.928491536,6.570430663,6.333333333,6.666666667
1210,49,0.950880509,5.50364995,5,5.666666667
1211,55.77777778,0.89698306,6.066393685,5.333333333,6.333333333
1212,61,0.873164129,6.559650622,5.666666667,7.333333333
1213,54.88888889,0.848799534,6.054716304,6,6
1214,61.33333333,0.796273112,6.450859486,5.333333333,7
1215,44,0.646273498,5.144755264,3.666666667,7
1216,56.88888889,0.840623104,6.216203742,5.333333333,7
1217,45.66666667,0.786340802,5.333864092,4.666666667,6
1218,60.33333333,0.89901861,6.39577001,5.666666667,6.333333333
1219,62,0.844567443,6.548852835,6.333333333,7
1220,61,0.810311115,6.472763996,6.333333333,6.333333333
1221,51.77777778,0.891512714,5.742776009,5.333333333,6
1222,60.77777778,0.807780657,6.570430663,6,7
1223,52.55555556,0.857843284,5.767370452,5,6.333333333
1224,55.55555556,0.917012892,5.948588419,5.666666667,6
1225,39.55555556,0.501185325,5.767370452,4,7.666666667
1226,50.77777778,0.897939859,5.592938628,5.333333333,5.666666667
1227,54.33333333,0.903706347,5.960473722,5.333333333,6.333333333
1228,31.88888889,0.737629155,4.832656077,4.333333333,5
1229,71.11111111,0.929555623,6.896258871,6.666666667,7
1230,44.22222222,0.698027686,5.791860457,5.333333333,5.666666667
1231,56.55555556,0.780184245,5.972335373,5.333333333,6.666666667
1232,44.11111111,0.632885206,5.240162826,4.333333333,7.333333333
1233,57.66666667,0.885858664,6.193391908,6,6.333333333
1234,82.55555556,0.884551316,7.429784554,6.666666667,7.666666667
1235,54.33333333,0.635627121,6.066393685,5.666666667,7
1236,47.88888889,0.691021736,5.50364995,4.666666667,6.666666667
1237,64.22222222,0.89304152,6.570430663,6.333333333,6.666666667
1238,57.11111111,0.882461825,6.193391908,5.666666667,6.666666667
1239,31,0.775754991,4.861856681,4,5.666666667
1240,49.44444444,0.516761649,6.362487373,4.666666667,8.666666667
1241,41,0.622889119,5.240162826,4.333333333,7
1242,51.55555556,0.654128171,5.630771789,4.333333333,7.333333333
1243,40.11111111,0.638982997,5.089433707,4,6.333333333
1244,64.77777778,0.7565991,6.74056705,5.666666667,7.666666667
1245,70.33333333,0.508818952,7.410709337,6,11.66666667
1246,54.77777778,0.895990219,6.159015739,6,6.333333333
1247,58.55555556,0.839540385,6.147514299,5.333333333,6.333333333
1248,61.66666667,0.790262789,6.417862546,5.333333333,7.666666667
1249,54.55555556,0.81802473,5.948588419,5.333333333,6.666666667
1250,52.77777778,0.648960317,5.718075783,4.333333333,7.333333333
1251,64.11111111,0.850903181,6.494594628,6,7
1252,53.88888889,0.737040211,5.852637153,4.666666667,7
1253,54,0.875281737,5.912789166,5.333333333,6.333333333
1254,60.22222222,0.903801646,6.559650622,6.333333333,7
1255,51,0.761024561,5.755086368,5.333333333,6.333333333
1256,59,0.796611661,6.272870399,5.666666667,6.333333333
1257,52,0.892406755,5.876771841,5.666666667,6
1258,62.11111111,0.789271653,6.570430663,6,7.333333333
1259,71.66666667,0.862105562,6.937186582,6.666666667,7
1260,89.55555556,0.981153576,7.561963895,7.333333333,7.666666667
1261,50.88888889,0.707801062,6.043016359,5.333333333,7.666666667
1262,52.33333333,0.958566725,5.888802093,5.666666667,6
1263,61.22222222,0.828642328,6.516352125,6.333333333,6.666666667
1264,64.44444444,0.848742932,6.677273939,6,7
1265,57.33333333,0.956804309,6.204808308,6,6
1266,72.77777778,0.971190747,7.148213541,7,7
1267,62.22222222,0.978821537,6.570430663,6.333333333,6.666666667
1268,63.77777778,0.837640964,6.824044746,6.333333333,7.666666667
1269,50.66666667,0.9351015,5.580270574,5,5.666666667
1270,53.66666667,0.830893653,5.876771841,5,6.333333333
1271,64.66666667,0.820534616,6.813665965,6,7.666666667
1272,58.22222222,0.965809038,6.216203742,6,6.333333333
1273,42.88888889,0.627672573,5.386675916,4,7.333333333
1274,58.22222222,0.762036922,6.159015739,5.666666667,6
1275,56.77777778,0.756022272,6.043016359,4.666666667,7.333333333
1276,63.55555556,0.81949466,6.538037216,6,7
1277,54.22222222,0.811238699,5.960473722,5.666666667,6
1278,65.55555556,0.964172398,6.505482472,6.333333333,6.666666667
